Training: 2023-02-21 10:38:06,776-rank_id: 0
Training: 2023-02-22 02:45:28,141-Speed 1551.20 samples/sec   Loss 3.2832   LearningRate 0.000377   Epoch: 15   Global Step: 21820   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:45:54,332-Speed 1563.93 samples/sec   Loss 3.1890   LearningRate 0.000377   Epoch: 15   Global Step: 21830   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:46:20,758-Speed 1550.02 samples/sec   Loss 3.2049   LearningRate 0.000376   Epoch: 15   Global Step: 21840   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:46:46,861-Speed 1569.27 samples/sec   Loss 3.2362   LearningRate 0.000376   Epoch: 15   Global Step: 21850   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:47:12,779-Speed 1580.41 samples/sec   Loss 3.2884   LearningRate 0.000376   Epoch: 15   Global Step: 21860   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:47:38,651-Speed 1583.17 samples/sec   Loss 3.2836   LearningRate 0.000376   Epoch: 15   Global Step: 21870   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:48:04,739-Speed 1570.14 samples/sec   Loss 3.1795   LearningRate 0.000375   Epoch: 15   Global Step: 21880   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:48:31,070-Speed 1555.61 samples/sec   Loss 3.1945   LearningRate 0.000375   Epoch: 15   Global Step: 21890   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:48:57,490-Speed 1550.42 samples/sec   Loss 3.2138   LearningRate 0.000375   Epoch: 15   Global Step: 21900   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:49:23,411-Speed 1580.21 samples/sec   Loss 3.3293   LearningRate 0.000374   Epoch: 15   Global Step: 21910   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:49:49,772-Speed 1553.83 samples/sec   Loss 3.3336   LearningRate 0.000374   Epoch: 15   Global Step: 21920   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:50:15,715-Speed 1578.91 samples/sec   Loss 3.2945   LearningRate 0.000374   Epoch: 15   Global Step: 21930   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:50:41,835-Speed 1568.18 samples/sec   Loss 3.2923   LearningRate 0.000374   Epoch: 15   Global Step: 21940   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:51:07,939-Speed 1569.16 samples/sec   Loss 3.1543   LearningRate 0.000373   Epoch: 15   Global Step: 21950   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-22 02:51:34,047-Speed 1568.93 samples/sec   Loss 3.2980   LearningRate 0.000373   Epoch: 15   Global Step: 21960   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:52:00,403-Speed 1554.13 samples/sec   Loss 3.2296   LearningRate 0.000373   Epoch: 15   Global Step: 21970   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:52:26,482-Speed 1570.64 samples/sec   Loss 3.2653   LearningRate 0.000373   Epoch: 15   Global Step: 21980   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:52:52,546-Speed 1571.58 samples/sec   Loss 3.2639   LearningRate 0.000372   Epoch: 15   Global Step: 21990   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:53:18,638-Speed 1569.85 samples/sec   Loss 3.3037   LearningRate 0.000372   Epoch: 15   Global Step: 22000   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:55:07,202-Speed 377.29 samples/sec   Loss 3.2762   LearningRate 0.000372   Epoch: 15   Global Step: 22010   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:55:33,677-Speed 1547.12 samples/sec   Loss 3.2266   LearningRate 0.000372   Epoch: 15   Global Step: 22020   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:55:59,891-Speed 1562.57 samples/sec   Loss 3.2895   LearningRate 0.000371   Epoch: 15   Global Step: 22030   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:56:26,241-Speed 1554.53 samples/sec   Loss 3.2792   LearningRate 0.000371   Epoch: 15   Global Step: 22040   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:56:52,450-Speed 1562.86 samples/sec   Loss 3.3558   LearningRate 0.000371   Epoch: 15   Global Step: 22050   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:57:18,871-Speed 1550.35 samples/sec   Loss 3.3861   LearningRate 0.000370   Epoch: 15   Global Step: 22060   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:57:45,102-Speed 1561.54 samples/sec   Loss 3.3318   LearningRate 0.000370   Epoch: 15   Global Step: 22070   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:58:11,314-Speed 1562.69 samples/sec   Loss 3.3404   LearningRate 0.000370   Epoch: 15   Global Step: 22080   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:58:37,400-Speed 1570.23 samples/sec   Loss 3.3346   LearningRate 0.000370   Epoch: 15   Global Step: 22090   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:59:03,405-Speed 1575.11 samples/sec   Loss 3.3126   LearningRate 0.000369   Epoch: 15   Global Step: 22100   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:59:29,528-Speed 1568.05 samples/sec   Loss 3.3747   LearningRate 0.000369   Epoch: 15   Global Step: 22110   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 02:59:55,563-Speed 1573.30 samples/sec   Loss 3.3549   LearningRate 0.000369   Epoch: 15   Global Step: 22120   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:00:21,422-Speed 1584.00 samples/sec   Loss 3.3437   LearningRate 0.000369   Epoch: 15   Global Step: 22130   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:00:47,285-Speed 1583.80 samples/sec   Loss 3.3584   LearningRate 0.000368   Epoch: 15   Global Step: 22140   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:01:13,308-Speed 1573.99 samples/sec   Loss 3.3525   LearningRate 0.000368   Epoch: 15   Global Step: 22150   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:01:39,250-Speed 1578.95 samples/sec   Loss 3.2888   LearningRate 0.000368   Epoch: 15   Global Step: 22160   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:02:05,348-Speed 1569.52 samples/sec   Loss 3.3654   LearningRate 0.000368   Epoch: 15   Global Step: 22170   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:02:31,271-Speed 1580.14 samples/sec   Loss 3.3578   LearningRate 0.000367   Epoch: 15   Global Step: 22180   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:02:57,901-Speed 1538.12 samples/sec   Loss 3.3313   LearningRate 0.000367   Epoch: 15   Global Step: 22190   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:03:23,716-Speed 1586.73 samples/sec   Loss 3.4184   LearningRate 0.000367   Epoch: 15   Global Step: 22200   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:03:49,642-Speed 1579.92 samples/sec   Loss 3.3995   LearningRate 0.000366   Epoch: 15   Global Step: 22210   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:04:15,755-Speed 1568.60 samples/sec   Loss 3.3794   LearningRate 0.000366   Epoch: 15   Global Step: 22220   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:04:41,952-Speed 1563.58 samples/sec   Loss 3.3352   LearningRate 0.000366   Epoch: 15   Global Step: 22230   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:05:08,212-Speed 1559.87 samples/sec   Loss 3.4198   LearningRate 0.000366   Epoch: 15   Global Step: 22240   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:05:34,241-Speed 1573.66 samples/sec   Loss 3.3637   LearningRate 0.000365   Epoch: 15   Global Step: 22250   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:06:00,255-Speed 1574.58 samples/sec   Loss 3.3173   LearningRate 0.000365   Epoch: 15   Global Step: 22260   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:06:26,195-Speed 1579.09 samples/sec   Loss 3.2557   LearningRate 0.000365   Epoch: 15   Global Step: 22270   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:06:52,169-Speed 1576.98 samples/sec   Loss 3.4415   LearningRate 0.000365   Epoch: 15   Global Step: 22280   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:07:18,243-Speed 1570.96 samples/sec   Loss 3.3971   LearningRate 0.000364   Epoch: 15   Global Step: 22290   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:07:44,731-Speed 1546.41 samples/sec   Loss 3.5173   LearningRate 0.000364   Epoch: 15   Global Step: 22300   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:08:10,557-Speed 1586.04 samples/sec   Loss 3.3655   LearningRate 0.000364   Epoch: 15   Global Step: 22310   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:08:36,382-Speed 1586.08 samples/sec   Loss 3.4956   LearningRate 0.000364   Epoch: 15   Global Step: 22320   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:09:02,166-Speed 1588.68 samples/sec   Loss 3.4508   LearningRate 0.000363   Epoch: 15   Global Step: 22330   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:09:27,941-Speed 1589.15 samples/sec   Loss 3.3094   LearningRate 0.000363   Epoch: 15   Global Step: 22340   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:09:53,720-Speed 1588.96 samples/sec   Loss 3.4313   LearningRate 0.000363   Epoch: 15   Global Step: 22350   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:10:19,501-Speed 1588.78 samples/sec   Loss 3.4577   LearningRate 0.000362   Epoch: 15   Global Step: 22360   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-22 03:10:45,255-Speed 1590.46 samples/sec   Loss 3.4586   LearningRate 0.000362   Epoch: 15   Global Step: 22370   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:11:11,084-Speed 1585.88 samples/sec   Loss 3.4223   LearningRate 0.000362   Epoch: 15   Global Step: 22380   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:11:36,932-Speed 1584.70 samples/sec   Loss 3.4539   LearningRate 0.000362   Epoch: 15   Global Step: 22390   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:12:02,783-Speed 1584.48 samples/sec   Loss 3.4096   LearningRate 0.000361   Epoch: 15   Global Step: 22400   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:12:28,624-Speed 1585.15 samples/sec   Loss 3.2835   LearningRate 0.000361   Epoch: 15   Global Step: 22410   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:12:54,469-Speed 1584.84 samples/sec   Loss 3.3865   LearningRate 0.000361   Epoch: 15   Global Step: 22420   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:13:20,276-Speed 1587.23 samples/sec   Loss 3.3667   LearningRate 0.000361   Epoch: 15   Global Step: 22430   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:13:46,097-Speed 1586.33 samples/sec   Loss 3.5205   LearningRate 0.000360   Epoch: 15   Global Step: 22440   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:14:11,928-Speed 1585.74 samples/sec   Loss 3.4500   LearningRate 0.000360   Epoch: 15   Global Step: 22450   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:14:37,739-Speed 1586.98 samples/sec   Loss 3.4579   LearningRate 0.000360   Epoch: 15   Global Step: 22460   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:15:03,585-Speed 1584.80 samples/sec   Loss 3.4993   LearningRate 0.000360   Epoch: 15   Global Step: 22470   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:15:29,455-Speed 1583.36 samples/sec   Loss 3.4952   LearningRate 0.000359   Epoch: 15   Global Step: 22480   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:15:55,324-Speed 1583.37 samples/sec   Loss 3.4365   LearningRate 0.000359   Epoch: 15   Global Step: 22490   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:16:21,161-Speed 1585.36 samples/sec   Loss 3.4518   LearningRate 0.000359   Epoch: 15   Global Step: 22500   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:16:47,229-Speed 1571.37 samples/sec   Loss 3.4253   LearningRate 0.000358   Epoch: 15   Global Step: 22510   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:17:13,141-Speed 1580.77 samples/sec   Loss 3.4488   LearningRate 0.000358   Epoch: 15   Global Step: 22520   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:17:38,953-Speed 1586.91 samples/sec   Loss 3.4010   LearningRate 0.000358   Epoch: 15   Global Step: 22530   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:18:04,827-Speed 1583.12 samples/sec   Loss 3.5357   LearningRate 0.000358   Epoch: 15   Global Step: 22540   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:18:30,705-Speed 1582.82 samples/sec   Loss 3.3696   LearningRate 0.000357   Epoch: 15   Global Step: 22550   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:18:56,528-Speed 1586.23 samples/sec   Loss 3.3818   LearningRate 0.000357   Epoch: 15   Global Step: 22560   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:19:22,341-Speed 1586.84 samples/sec   Loss 3.4801   LearningRate 0.000357   Epoch: 15   Global Step: 22570   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:19:48,199-Speed 1584.10 samples/sec   Loss 3.4347   LearningRate 0.000357   Epoch: 15   Global Step: 22580   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:20:14,047-Speed 1584.69 samples/sec   Loss 3.4877   LearningRate 0.000356   Epoch: 15   Global Step: 22590   Fp16 Grad Scale: 65536   Required: 20 hours
Training: 2023-02-22 03:20:39,879-Speed 1585.66 samples/sec   Loss 3.4533   LearningRate 0.000356   Epoch: 15   Global Step: 22600   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:21:05,686-Speed 1587.26 samples/sec   Loss 3.4394   LearningRate 0.000356   Epoch: 15   Global Step: 22610   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:21:31,528-Speed 1585.04 samples/sec   Loss 3.4500   LearningRate 0.000356   Epoch: 15   Global Step: 22620   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:21:57,383-Speed 1584.28 samples/sec   Loss 3.4272   LearningRate 0.000355   Epoch: 15   Global Step: 22630   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:22:23,239-Speed 1584.22 samples/sec   Loss 3.5305   LearningRate 0.000355   Epoch: 15   Global Step: 22640   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:22:49,067-Speed 1585.93 samples/sec   Loss 3.4247   LearningRate 0.000355   Epoch: 15   Global Step: 22650   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:23:14,877-Speed 1587.00 samples/sec   Loss 3.3756   LearningRate 0.000355   Epoch: 15   Global Step: 22660   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:23:40,673-Speed 1587.90 samples/sec   Loss 3.4670   LearningRate 0.000354   Epoch: 15   Global Step: 22670   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:24:06,554-Speed 1582.65 samples/sec   Loss 3.4714   LearningRate 0.000354   Epoch: 15   Global Step: 22680   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:24:32,416-Speed 1583.86 samples/sec   Loss 3.4857   LearningRate 0.000354   Epoch: 15   Global Step: 22690   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:24:58,291-Speed 1583.04 samples/sec   Loss 3.4823   LearningRate 0.000354   Epoch: 15   Global Step: 22700   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-22 03:25:24,122-Speed 1585.70 samples/sec   Loss 3.5410   LearningRate 0.000353   Epoch: 15   Global Step: 22710   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:25:50,018-Speed 1581.77 samples/sec   Loss 3.4385   LearningRate 0.000353   Epoch: 15   Global Step: 22720   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:26:15,652-Speed 1597.96 samples/sec   Loss 3.4352   LearningRate 0.000353   Epoch: 15   Global Step: 22730   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:26:52,844-Speed 1101.33 samples/sec   Loss 3.0559   LearningRate 0.000352   Epoch: 16   Global Step: 22740   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:27:19,041-Speed 1563.58 samples/sec   Loss 2.6084   LearningRate 0.000352   Epoch: 16   Global Step: 22750   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:27:45,152-Speed 1568.72 samples/sec   Loss 2.5319   LearningRate 0.000352   Epoch: 16   Global Step: 22760   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:28:11,366-Speed 1562.56 samples/sec   Loss 2.5101   LearningRate 0.000352   Epoch: 16   Global Step: 22770   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:28:37,392-Speed 1573.90 samples/sec   Loss 2.5548   LearningRate 0.000351   Epoch: 16   Global Step: 22780   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:29:03,333-Speed 1579.02 samples/sec   Loss 2.5332   LearningRate 0.000351   Epoch: 16   Global Step: 22790   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:29:29,539-Speed 1563.04 samples/sec   Loss 2.5351   LearningRate 0.000351   Epoch: 16   Global Step: 22800   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:29:55,737-Speed 1563.51 samples/sec   Loss 2.6054   LearningRate 0.000351   Epoch: 16   Global Step: 22810   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:30:21,771-Speed 1573.39 samples/sec   Loss 2.5845   LearningRate 0.000350   Epoch: 16   Global Step: 22820   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:30:48,236-Speed 1547.71 samples/sec   Loss 2.5857   LearningRate 0.000350   Epoch: 16   Global Step: 22830   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:31:14,202-Speed 1577.50 samples/sec   Loss 2.5669   LearningRate 0.000350   Epoch: 16   Global Step: 22840   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:31:40,153-Speed 1578.40 samples/sec   Loss 2.5779   LearningRate 0.000350   Epoch: 16   Global Step: 22850   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:32:06,134-Speed 1576.61 samples/sec   Loss 2.6372   LearningRate 0.000349   Epoch: 16   Global Step: 22860   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:32:31,970-Speed 1585.42 samples/sec   Loss 2.5835   LearningRate 0.000349   Epoch: 16   Global Step: 22870   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:32:57,918-Speed 1578.61 samples/sec   Loss 2.6914   LearningRate 0.000349   Epoch: 16   Global Step: 22880   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:33:24,117-Speed 1563.46 samples/sec   Loss 2.6403   LearningRate 0.000349   Epoch: 16   Global Step: 22890   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:33:50,835-Speed 1533.05 samples/sec   Loss 2.6697   LearningRate 0.000348   Epoch: 16   Global Step: 22900   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:34:16,836-Speed 1575.37 samples/sec   Loss 2.5924   LearningRate 0.000348   Epoch: 16   Global Step: 22910   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:34:42,818-Speed 1576.54 samples/sec   Loss 2.6765   LearningRate 0.000348   Epoch: 16   Global Step: 22920   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:35:08,617-Speed 1587.73 samples/sec   Loss 2.7030   LearningRate 0.000348   Epoch: 16   Global Step: 22930   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:35:34,521-Speed 1581.27 samples/sec   Loss 2.6992   LearningRate 0.000347   Epoch: 16   Global Step: 22940   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:36:00,402-Speed 1582.66 samples/sec   Loss 2.6979   LearningRate 0.000347   Epoch: 16   Global Step: 22950   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:36:26,312-Speed 1580.93 samples/sec   Loss 2.6987   LearningRate 0.000347   Epoch: 16   Global Step: 22960   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:36:52,313-Speed 1575.33 samples/sec   Loss 2.7170   LearningRate 0.000346   Epoch: 16   Global Step: 22970   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:37:18,173-Speed 1584.00 samples/sec   Loss 2.6956   LearningRate 0.000346   Epoch: 16   Global Step: 22980   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:37:43,997-Speed 1586.14 samples/sec   Loss 2.7509   LearningRate 0.000346   Epoch: 16   Global Step: 22990   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:38:10,499-Speed 1545.58 samples/sec   Loss 2.7347   LearningRate 0.000346   Epoch: 16   Global Step: 23000   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:38:36,518-Speed 1574.31 samples/sec   Loss 2.7336   LearningRate 0.000345   Epoch: 16   Global Step: 23010   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-22 03:39:02,340-Speed 1586.30 samples/sec   Loss 2.7245   LearningRate 0.000345   Epoch: 16   Global Step: 23020   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:39:28,618-Speed 1558.73 samples/sec   Loss 2.7529   LearningRate 0.000345   Epoch: 16   Global Step: 23030   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:39:54,681-Speed 1571.63 samples/sec   Loss 2.7386   LearningRate 0.000345   Epoch: 16   Global Step: 23040   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:40:21,035-Speed 1554.26 samples/sec   Loss 2.8123   LearningRate 0.000344   Epoch: 16   Global Step: 23050   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:40:47,258-Speed 1562.07 samples/sec   Loss 2.7988   LearningRate 0.000344   Epoch: 16   Global Step: 23060   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:41:13,307-Speed 1572.46 samples/sec   Loss 2.7493   LearningRate 0.000344   Epoch: 16   Global Step: 23070   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:41:39,590-Speed 1558.47 samples/sec   Loss 2.7571   LearningRate 0.000344   Epoch: 16   Global Step: 23080   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:42:05,871-Speed 1558.59 samples/sec   Loss 2.7981   LearningRate 0.000343   Epoch: 16   Global Step: 23090   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:42:32,278-Speed 1551.13 samples/sec   Loss 2.7854   LearningRate 0.000343   Epoch: 16   Global Step: 23100   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:42:58,590-Speed 1556.74 samples/sec   Loss 2.8579   LearningRate 0.000343   Epoch: 16   Global Step: 23110   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:43:24,974-Speed 1552.53 samples/sec   Loss 2.8300   LearningRate 0.000343   Epoch: 16   Global Step: 23120   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:43:51,143-Speed 1565.23 samples/sec   Loss 2.8762   LearningRate 0.000342   Epoch: 16   Global Step: 23130   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:44:17,032-Speed 1582.19 samples/sec   Loss 2.8394   LearningRate 0.000342   Epoch: 16   Global Step: 23140   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:44:43,117-Speed 1570.28 samples/sec   Loss 2.8247   LearningRate 0.000342   Epoch: 16   Global Step: 23150   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:45:09,096-Speed 1576.71 samples/sec   Loss 2.8428   LearningRate 0.000342   Epoch: 16   Global Step: 23160   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:45:34,993-Speed 1581.71 samples/sec   Loss 2.9035   LearningRate 0.000341   Epoch: 16   Global Step: 23170   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:46:01,185-Speed 1563.91 samples/sec   Loss 2.8818   LearningRate 0.000341   Epoch: 16   Global Step: 23180   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:46:27,209-Speed 1573.95 samples/sec   Loss 2.8900   LearningRate 0.000341   Epoch: 16   Global Step: 23190   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:46:53,120-Speed 1580.86 samples/sec   Loss 2.8910   LearningRate 0.000341   Epoch: 16   Global Step: 23200   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:47:19,359-Speed 1561.06 samples/sec   Loss 2.8957   LearningRate 0.000340   Epoch: 16   Global Step: 23210   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:47:45,561-Speed 1563.30 samples/sec   Loss 2.9626   LearningRate 0.000340   Epoch: 16   Global Step: 23220   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:48:11,619-Speed 1571.93 samples/sec   Loss 2.9500   LearningRate 0.000340   Epoch: 16   Global Step: 23230   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:48:37,539-Speed 1580.30 samples/sec   Loss 2.8590   LearningRate 0.000340   Epoch: 16   Global Step: 23240   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:49:03,586-Speed 1572.60 samples/sec   Loss 2.9304   LearningRate 0.000339   Epoch: 16   Global Step: 23250   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-22 03:49:29,640-Speed 1572.12 samples/sec   Loss 2.9301   LearningRate 0.000339   Epoch: 16   Global Step: 23260   Fp16 Grad Scale: 131072   Required: 20 hours
