Training: 2023-02-22 23:23:06,186-rank_id: 0
Training: 2023-02-24 07:01:39,997-Speed 1102.50 samples/sec   Loss 2.1531   LearningRate 0.000195   Epoch: 20   Global Step: 29680   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:02:17,159-Speed 1102.21 samples/sec   Loss 2.1595   LearningRate 0.000194   Epoch: 20   Global Step: 29690   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:02:54,264-Speed 1103.94 samples/sec   Loss 2.1848   LearningRate 0.000194   Epoch: 20   Global Step: 29700   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:03:31,389-Speed 1103.32 samples/sec   Loss 2.2055   LearningRate 0.000194   Epoch: 20   Global Step: 29710   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:04:08,542-Speed 1102.47 samples/sec   Loss 2.1946   LearningRate 0.000194   Epoch: 20   Global Step: 29720   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:04:45,684-Speed 1102.82 samples/sec   Loss 2.1984   LearningRate 0.000194   Epoch: 20   Global Step: 29730   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:05:22,808-Speed 1103.35 samples/sec   Loss 2.2134   LearningRate 0.000193   Epoch: 20   Global Step: 29740   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:05:59,930-Speed 1103.41 samples/sec   Loss 2.1689   LearningRate 0.000193   Epoch: 20   Global Step: 29750   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:06:37,070-Speed 1102.87 samples/sec   Loss 2.2222   LearningRate 0.000193   Epoch: 20   Global Step: 29760   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:07:14,281-Speed 1100.78 samples/sec   Loss 2.1608   LearningRate 0.000193   Epoch: 20   Global Step: 29770   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:07:51,970-Speed 1086.82 samples/sec   Loss 2.2531   LearningRate 0.000193   Epoch: 20   Global Step: 29780   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:08:29,123-Speed 1102.48 samples/sec   Loss 2.1591   LearningRate 0.000192   Epoch: 20   Global Step: 29790   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:09:06,960-Speed 1082.56 samples/sec   Loss 2.1691   LearningRate 0.000192   Epoch: 20   Global Step: 29800   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:09:45,116-Speed 1073.50 samples/sec   Loss 2.2813   LearningRate 0.000192   Epoch: 20   Global Step: 29810   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:10:23,254-Speed 1074.02 samples/sec   Loss 2.2815   LearningRate 0.000192   Epoch: 20   Global Step: 29820   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:11:00,603-Speed 1096.71 samples/sec   Loss 2.1847   LearningRate 0.000192   Epoch: 20   Global Step: 29830   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:11:38,081-Speed 1092.94 samples/sec   Loss 2.1995   LearningRate 0.000191   Epoch: 20   Global Step: 29840   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:12:28,119-Speed 818.59 samples/sec   Loss 1.7221   LearningRate 0.000191   Epoch: 21   Global Step: 29850   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:13:05,703-Speed 1089.84 samples/sec   Loss 1.6128   LearningRate 0.000191   Epoch: 21   Global Step: 29860   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:13:43,434-Speed 1085.59 samples/sec   Loss 1.6932   LearningRate 0.000191   Epoch: 21   Global Step: 29870   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:14:21,018-Speed 1089.86 samples/sec   Loss 1.6335   LearningRate 0.000191   Epoch: 21   Global Step: 29880   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:14:58,845-Speed 1082.83 samples/sec   Loss 1.6624   LearningRate 0.000190   Epoch: 21   Global Step: 29890   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:15:36,177-Speed 1097.21 samples/sec   Loss 1.6566   LearningRate 0.000190   Epoch: 21   Global Step: 29900   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:16:13,735-Speed 1090.61 samples/sec   Loss 1.6823   LearningRate 0.000190   Epoch: 21   Global Step: 29910   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:16:51,210-Speed 1093.00 samples/sec   Loss 1.6334   LearningRate 0.000190   Epoch: 21   Global Step: 29920   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:17:29,230-Speed 1077.35 samples/sec   Loss 1.6533   LearningRate 0.000190   Epoch: 21   Global Step: 29930   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:18:06,912-Speed 1087.03 samples/sec   Loss 1.6638   LearningRate 0.000190   Epoch: 21   Global Step: 29940   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:18:44,443-Speed 1091.38 samples/sec   Loss 1.6743   LearningRate 0.000189   Epoch: 21   Global Step: 29950   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:19:22,090-Speed 1088.02 samples/sec   Loss 1.6555   LearningRate 0.000189   Epoch: 21   Global Step: 29960   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:19:59,773-Speed 1086.99 samples/sec   Loss 1.6340   LearningRate 0.000189   Epoch: 21   Global Step: 29970   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:20:37,311-Speed 1091.19 samples/sec   Loss 1.7160   LearningRate 0.000189   Epoch: 21   Global Step: 29980   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:21:15,375-Speed 1076.11 samples/sec   Loss 1.6241   LearningRate 0.000189   Epoch: 21   Global Step: 29990   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:21:53,230-Speed 1082.03 samples/sec   Loss 1.6909   LearningRate 0.000188   Epoch: 21   Global Step: 30000   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:24:53,041-Speed 227.80 samples/sec   Loss 1.7195   LearningRate 0.000188   Epoch: 21   Global Step: 30010   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:25:31,017-Speed 1078.59 samples/sec   Loss 1.6557   LearningRate 0.000188   Epoch: 21   Global Step: 30020   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:26:08,710-Speed 1086.70 samples/sec   Loss 1.7507   LearningRate 0.000188   Epoch: 21   Global Step: 30030   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:26:46,285-Speed 1090.10 samples/sec   Loss 1.7724   LearningRate 0.000188   Epoch: 21   Global Step: 30040   Fp16 Grad Scale: 262144   Required: 21 hours
Training: 2023-02-24 07:27:23,946-Speed 1087.63 samples/sec   Loss 1.7171   LearningRate 0.000187   Epoch: 21   Global Step: 30050   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:28:01,919-Speed 1078.69 samples/sec   Loss 1.7325   LearningRate 0.000187   Epoch: 21   Global Step: 30060   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:28:39,995-Speed 1075.75 samples/sec   Loss 1.7031   LearningRate 0.000187   Epoch: 21   Global Step: 30070   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:29:17,943-Speed 1079.39 samples/sec   Loss 1.8040   LearningRate 0.000187   Epoch: 21   Global Step: 30080   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:29:55,664-Speed 1085.90 samples/sec   Loss 1.7382   LearningRate 0.000187   Epoch: 21   Global Step: 30090   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:30:33,684-Speed 1077.35 samples/sec   Loss 1.7252   LearningRate 0.000186   Epoch: 21   Global Step: 30100   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:31:11,513-Speed 1082.80 samples/sec   Loss 1.7186   LearningRate 0.000186   Epoch: 21   Global Step: 30110   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:31:49,407-Speed 1080.91 samples/sec   Loss 1.7284   LearningRate 0.000186   Epoch: 21   Global Step: 30120   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:32:27,267-Speed 1081.92 samples/sec   Loss 1.7454   LearningRate 0.000186   Epoch: 21   Global Step: 30130   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:33:04,987-Speed 1085.92 samples/sec   Loss 1.7298   LearningRate 0.000186   Epoch: 21   Global Step: 30140   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:33:42,352-Speed 1096.25 samples/sec   Loss 1.7030   LearningRate 0.000186   Epoch: 21   Global Step: 30150   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:34:19,765-Speed 1094.83 samples/sec   Loss 1.7311   LearningRate 0.000185   Epoch: 21   Global Step: 30160   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:34:57,316-Speed 1090.81 samples/sec   Loss 1.7905   LearningRate 0.000185   Epoch: 21   Global Step: 30170   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:35:35,436-Speed 1074.51 samples/sec   Loss 1.7531   LearningRate 0.000185   Epoch: 21   Global Step: 30180   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:36:13,585-Speed 1073.72 samples/sec   Loss 1.8183   LearningRate 0.000185   Epoch: 21   Global Step: 30190   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:36:51,640-Speed 1076.36 samples/sec   Loss 1.7288   LearningRate 0.000185   Epoch: 21   Global Step: 30200   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:37:29,700-Speed 1076.20 samples/sec   Loss 1.7447   LearningRate 0.000184   Epoch: 21   Global Step: 30210   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:38:07,882-Speed 1072.78 samples/sec   Loss 1.8379   LearningRate 0.000184   Epoch: 21   Global Step: 30220   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:38:45,977-Speed 1075.24 samples/sec   Loss 1.8049   LearningRate 0.000184   Epoch: 21   Global Step: 30230   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:39:23,613-Speed 1088.35 samples/sec   Loss 1.8179   LearningRate 0.000184   Epoch: 21   Global Step: 30240   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:40:00,962-Speed 1096.68 samples/sec   Loss 1.7554   LearningRate 0.000184   Epoch: 21   Global Step: 30250   Fp16 Grad Scale: 262144   Required: 21 hours
Training: 2023-02-24 07:40:38,606-Speed 1088.12 samples/sec   Loss 1.7630   LearningRate 0.000183   Epoch: 21   Global Step: 30260   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:41:15,838-Speed 1100.15 samples/sec   Loss 1.8230   LearningRate 0.000183   Epoch: 21   Global Step: 30270   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:41:53,006-Speed 1102.06 samples/sec   Loss 1.7497   LearningRate 0.000183   Epoch: 21   Global Step: 30280   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:42:30,515-Speed 1092.01 samples/sec   Loss 1.8288   LearningRate 0.000183   Epoch: 21   Global Step: 30290   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:43:08,388-Speed 1081.54 samples/sec   Loss 1.8230   LearningRate 0.000183   Epoch: 21   Global Step: 30300   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:43:46,259-Speed 1081.59 samples/sec   Loss 1.8448   LearningRate 0.000183   Epoch: 21   Global Step: 30310   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:44:23,750-Speed 1092.53 samples/sec   Loss 1.8638   LearningRate 0.000182   Epoch: 21   Global Step: 30320   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:45:01,144-Speed 1095.39 samples/sec   Loss 1.7843   LearningRate 0.000182   Epoch: 21   Global Step: 30330   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:45:38,737-Speed 1089.60 samples/sec   Loss 1.8278   LearningRate 0.000182   Epoch: 21   Global Step: 30340   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:46:16,281-Speed 1091.01 samples/sec   Loss 1.7694   LearningRate 0.000182   Epoch: 21   Global Step: 30350   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:46:54,198-Speed 1080.27 samples/sec   Loss 1.8161   LearningRate 0.000182   Epoch: 21   Global Step: 30360   Fp16 Grad Scale: 262144   Required: 21 hours
Training: 2023-02-24 07:47:32,277-Speed 1075.69 samples/sec   Loss 1.8285   LearningRate 0.000181   Epoch: 21   Global Step: 30370   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:48:09,763-Speed 1092.68 samples/sec   Loss 1.8026   LearningRate 0.000181   Epoch: 21   Global Step: 30380   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:48:47,523-Speed 1084.79 samples/sec   Loss 1.8402   LearningRate 0.000181   Epoch: 21   Global Step: 30390   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:49:24,781-Speed 1099.36 samples/sec   Loss 1.8187   LearningRate 0.000181   Epoch: 21   Global Step: 30400   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:50:02,529-Speed 1085.12 samples/sec   Loss 1.8926   LearningRate 0.000181   Epoch: 21   Global Step: 30410   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:50:39,847-Speed 1097.62 samples/sec   Loss 1.8484   LearningRate 0.000180   Epoch: 21   Global Step: 30420   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:51:17,578-Speed 1085.61 samples/sec   Loss 1.8624   LearningRate 0.000180   Epoch: 21   Global Step: 30430   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:51:54,923-Speed 1096.80 samples/sec   Loss 1.8890   LearningRate 0.000180   Epoch: 21   Global Step: 30440   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:52:32,162-Speed 1099.94 samples/sec   Loss 1.8627   LearningRate 0.000180   Epoch: 21   Global Step: 30450   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:53:09,383-Speed 1100.49 samples/sec   Loss 1.8423   LearningRate 0.000180   Epoch: 21   Global Step: 30460   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:53:46,775-Speed 1095.43 samples/sec   Loss 1.8686   LearningRate 0.000180   Epoch: 21   Global Step: 30470   Fp16 Grad Scale: 262144   Required: 21 hours
Training: 2023-02-24 07:54:24,064-Speed 1098.48 samples/sec   Loss 1.8640   LearningRate 0.000179   Epoch: 21   Global Step: 30480   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:55:01,299-Speed 1100.05 samples/sec   Loss 1.8437   LearningRate 0.000179   Epoch: 21   Global Step: 30490   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:55:38,436-Speed 1102.96 samples/sec   Loss 1.9036   LearningRate 0.000179   Epoch: 21   Global Step: 30500   Fp16 Grad Scale: 131072   Required: 21 hours
Training: 2023-02-24 07:56:15,626-Speed 1101.38 samples/sec   Loss 1.8943   LearningRate 0.000179   Epoch: 21   Global Step: 30510   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 07:56:52,781-Speed 1102.43 samples/sec   Loss 1.8570   LearningRate 0.000179   Epoch: 21   Global Step: 30520   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 07:57:29,997-Speed 1100.63 samples/sec   Loss 1.8535   LearningRate 0.000178   Epoch: 21   Global Step: 30530   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 07:58:07,749-Speed 1084.99 samples/sec   Loss 1.9290   LearningRate 0.000178   Epoch: 21   Global Step: 30540   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 07:58:45,724-Speed 1078.63 samples/sec   Loss 1.8793   LearningRate 0.000178   Epoch: 21   Global Step: 30550   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 07:59:23,189-Speed 1093.31 samples/sec   Loss 1.7767   LearningRate 0.000178   Epoch: 21   Global Step: 30560   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:00:00,444-Speed 1099.47 samples/sec   Loss 1.9413   LearningRate 0.000178   Epoch: 21   Global Step: 30570   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:00:37,902-Speed 1093.50 samples/sec   Loss 1.9189   LearningRate 0.000177   Epoch: 21   Global Step: 30580   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:01:15,251-Speed 1096.70 samples/sec   Loss 1.8693   LearningRate 0.000177   Epoch: 21   Global Step: 30590   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:01:52,732-Speed 1092.85 samples/sec   Loss 1.8952   LearningRate 0.000177   Epoch: 21   Global Step: 30600   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:02:30,319-Speed 1089.74 samples/sec   Loss 1.9202   LearningRate 0.000177   Epoch: 21   Global Step: 30610   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:03:07,882-Speed 1090.47 samples/sec   Loss 1.9369   LearningRate 0.000177   Epoch: 21   Global Step: 30620   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:03:45,435-Speed 1090.74 samples/sec   Loss 1.9143   LearningRate 0.000177   Epoch: 21   Global Step: 30630   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:04:22,932-Speed 1092.36 samples/sec   Loss 1.8741   LearningRate 0.000176   Epoch: 21   Global Step: 30640   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:05:00,477-Speed 1090.98 samples/sec   Loss 1.8817   LearningRate 0.000176   Epoch: 21   Global Step: 30650   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:05:37,747-Speed 1099.02 samples/sec   Loss 1.9276   LearningRate 0.000176   Epoch: 21   Global Step: 30660   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:06:15,261-Speed 1091.89 samples/sec   Loss 1.9478   LearningRate 0.000176   Epoch: 21   Global Step: 30670   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:06:52,961-Speed 1086.48 samples/sec   Loss 1.8597   LearningRate 0.000176   Epoch: 21   Global Step: 30680   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:07:30,228-Speed 1099.13 samples/sec   Loss 1.8515   LearningRate 0.000175   Epoch: 21   Global Step: 30690   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:08:07,847-Speed 1088.82 samples/sec   Loss 1.9253   LearningRate 0.000175   Epoch: 21   Global Step: 30700   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:08:45,215-Speed 1096.16 samples/sec   Loss 1.9853   LearningRate 0.000175   Epoch: 21   Global Step: 30710   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:09:22,819-Speed 1089.25 samples/sec   Loss 1.8843   LearningRate 0.000175   Epoch: 21   Global Step: 30720   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:10:00,669-Speed 1082.20 samples/sec   Loss 1.9231   LearningRate 0.000175   Epoch: 21   Global Step: 30730   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:10:38,291-Speed 1088.76 samples/sec   Loss 1.9305   LearningRate 0.000175   Epoch: 21   Global Step: 30740   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:11:15,943-Speed 1087.86 samples/sec   Loss 1.8783   LearningRate 0.000174   Epoch: 21   Global Step: 30750   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:11:53,643-Speed 1086.51 samples/sec   Loss 1.9211   LearningRate 0.000174   Epoch: 21   Global Step: 30760   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:12:31,474-Speed 1082.72 samples/sec   Loss 1.8817   LearningRate 0.000174   Epoch: 21   Global Step: 30770   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:13:09,359-Speed 1081.18 samples/sec   Loss 2.0231   LearningRate 0.000174   Epoch: 21   Global Step: 30780   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-24 08:13:47,081-Speed 1085.86 samples/sec   Loss 1.8530   LearningRate 0.000174   Epoch: 21   Global Step: 30790   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:14:24,826-Speed 1085.19 samples/sec   Loss 1.8899   LearningRate 0.000173   Epoch: 21   Global Step: 30800   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:15:02,526-Speed 1086.50 samples/sec   Loss 1.9340   LearningRate 0.000173   Epoch: 21   Global Step: 30810   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:15:40,347-Speed 1083.01 samples/sec   Loss 1.9191   LearningRate 0.000173   Epoch: 21   Global Step: 30820   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:16:18,455-Speed 1074.85 samples/sec   Loss 1.9048   LearningRate 0.000173   Epoch: 21   Global Step: 30830   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:16:56,275-Speed 1083.05 samples/sec   Loss 1.9781   LearningRate 0.000173   Epoch: 21   Global Step: 30840   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:17:34,353-Speed 1075.72 samples/sec   Loss 1.9180   LearningRate 0.000173   Epoch: 21   Global Step: 30850   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:18:12,290-Speed 1079.68 samples/sec   Loss 1.8849   LearningRate 0.000172   Epoch: 21   Global Step: 30860   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:18:50,047-Speed 1084.87 samples/sec   Loss 1.8874   LearningRate 0.000172   Epoch: 21   Global Step: 30870   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:19:28,087-Speed 1076.78 samples/sec   Loss 1.9520   LearningRate 0.000172   Epoch: 21   Global Step: 30880   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:20:06,074-Speed 1078.27 samples/sec   Loss 2.0234   LearningRate 0.000172   Epoch: 21   Global Step: 30890   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-24 08:20:43,978-Speed 1080.65 samples/sec   Loss 1.9647   LearningRate 0.000172   Epoch: 21   Global Step: 30900   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:21:21,707-Speed 1085.64 samples/sec   Loss 1.9803   LearningRate 0.000171   Epoch: 21   Global Step: 30910   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:21:59,409-Speed 1086.44 samples/sec   Loss 1.9741   LearningRate 0.000171   Epoch: 21   Global Step: 30920   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:22:36,752-Speed 1096.89 samples/sec   Loss 1.8913   LearningRate 0.000171   Epoch: 21   Global Step: 30930   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:23:13,931-Speed 1101.72 samples/sec   Loss 1.9532   LearningRate 0.000171   Epoch: 21   Global Step: 30940   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:23:51,513-Speed 1089.89 samples/sec   Loss 2.0260   LearningRate 0.000171   Epoch: 21   Global Step: 30950   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:24:28,790-Speed 1098.82 samples/sec   Loss 1.9112   LearningRate 0.000170   Epoch: 21   Global Step: 30960   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:25:06,305-Speed 1091.85 samples/sec   Loss 1.9341   LearningRate 0.000170   Epoch: 21   Global Step: 30970   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:25:44,000-Speed 1086.66 samples/sec   Loss 2.0506   LearningRate 0.000170   Epoch: 21   Global Step: 30980   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:26:21,949-Speed 1079.34 samples/sec   Loss 1.9658   LearningRate 0.000170   Epoch: 21   Global Step: 30990   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:26:59,915-Speed 1078.88 samples/sec   Loss 1.9493   LearningRate 0.000170   Epoch: 21   Global Step: 31000   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:27:37,689-Speed 1084.36 samples/sec   Loss 1.9944   LearningRate 0.000170   Epoch: 21   Global Step: 31010   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:28:15,448-Speed 1084.81 samples/sec   Loss 1.9009   LearningRate 0.000169   Epoch: 21   Global Step: 31020   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:28:53,490-Speed 1076.74 samples/sec   Loss 1.9378   LearningRate 0.000169   Epoch: 21   Global Step: 31030   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:29:31,277-Speed 1083.97 samples/sec   Loss 1.9287   LearningRate 0.000169   Epoch: 21   Global Step: 31040   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:30:09,114-Speed 1082.56 samples/sec   Loss 1.9375   LearningRate 0.000169   Epoch: 21   Global Step: 31050   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:30:46,744-Speed 1088.53 samples/sec   Loss 1.9852   LearningRate 0.000169   Epoch: 21   Global Step: 31060   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:31:24,298-Speed 1090.71 samples/sec   Loss 1.9946   LearningRate 0.000169   Epoch: 21   Global Step: 31070   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:32:01,762-Speed 1093.32 samples/sec   Loss 1.9643   LearningRate 0.000168   Epoch: 21   Global Step: 31080   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:32:39,207-Speed 1093.90 samples/sec   Loss 1.9854   LearningRate 0.000168   Epoch: 21   Global Step: 31090   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:33:16,763-Speed 1090.67 samples/sec   Loss 1.9826   LearningRate 0.000168   Epoch: 21   Global Step: 31100   Fp16 Grad Scale: 262144   Required: 20 hours
Training: 2023-02-24 08:33:53,921-Speed 1102.35 samples/sec   Loss 1.9756   LearningRate 0.000168   Epoch: 21   Global Step: 31110   Fp16 Grad Scale: 131072   Required: 20 hours
Training: 2023-02-24 08:34:31,174-Speed 1099.52 samples/sec   Loss 2.0779   LearningRate 0.000168   Epoch: 21   Global Step: 31120   Fp16 Grad Scale: 131072   Required: 20 hours
